pbindaff,6.6,7.6,8.6,9.6,15.6,16.6,17.6,35.6,53.6,6.7,7.7,8.7,9.7,15.7,16.7,17.7,35.7,53.7,6.8,7.8,8.8,9.8,15.8,16.8,17.8,35.8,53.8,6.9,7.9,8.9,9.9,15.9,16.9,17.9,35.9,53.9,6.15,7.15,8.15,9.15,15.15,16.15,17.15,35.15,53.15,6.16,7.16,8.16,9.16,15.16,16.16,17.16,35.16,53.16,6.17,7.17,8.17,9.17,15.17,16.17,17.17,35.17,53.17,6.35,7.35,8.35,9.35,15.35,16.35,17.35,35.35,53.35,6.53,7.53,8.53,9.53,15.53,16.53,17.53,35.53,53.53,PDB
 5.610,2573,570,678,0,0,47,0,0,0,760,177,207,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,25,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3u5j
 4.800,1919,441,518,0,0,34,0,0,0,329,74,83,0,0,7,0,0,0,343,74,92,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4lzs
 6.790,3369,739,870,0,0,57,0,0,0,906,213,230,0,0,15,0,0,0,282,62,75,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,21,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4ogj
 6.260,2861,631,756,0,0,51,0,0,0,574,129,149,0,0,12,0,0,0,198,47,55,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4wiv
 9.000,3380,780,911,0,0,60,0,0,0,808,183,213,0,0,14,0,0,0,354,85,98,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3ui7
 7.960,3014,674,784,0,0,51,0,0,0,966,224,259,0,0,18,0,0,0,145,31,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3uuo
 2.890,1179,276,325,0,0,23,0,0,0,643,139,162,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4llx
 5.660,1580,358,408,0,0,27,0,0,0,595,142,162,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,47,55,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5c28
11.090,4003,914,1026,0,0,65,0,0,0,951,223,251,0,0,17,0,0,0,184,42,45,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,49,57,0,0,3,0,0,0,218,52,57,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5c2h
